,year,km_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price,brand_name,yn_new_price,loc_type
1259,10,11.736069016284437,Diesel,1,Second,10.96,2179.0,115.0,5.0,11.0,Land Rover,0,metro 2
1260,4,10.857921494188323,Diesel,1,First,19.27,2143.0,170.0,5.0,32.5,Mercedes-Benz,0,metro 2
1261,5,10.75683848463641,Diesel,0,First,21.27,1396.0,88.76,5.0,6.45,Hyundai,0,emerging
1262,5,10.043249494911286,Diesel,1,First,19.3,1968.0,141.0,5.0,15.75,Skoda,0,metro 1
1263,6,10.906799661349913,Petrol,0,First,17.0,1497.0,118.0,5.0,5.5,Honda,0,metro 1
1264,5,10.850016467470892,Diesel,1,First,12.55,2982.0,168.5,7.0,19.03,Toyota,0,emerging
1265,7,10.714417768752456,Diesel,1,First,17.32,1968.0,184.0,5.0,15.25,Audi,0,metro 1
1266,8,10.736483628212472,Petrol,0,First,20.92,998.0,67.1,5.0,2.4,Maruti,0,metro 2
1267,9,11.728036844587175,Diesel,0,First,23.03,1396.0,69.0,5.0,2.3,Tata,0,metro 1
1268,6,11.256677458007978,Diesel,1,First,17.11,1968.0,174.33,5.0,14.35,Audi,0,emerging
1269,2,9.268609280100158,Gas,0,First,33.44,796.0,40.3,4.0,3.5,Maruti,0,metro 1
1270,2,10.04211842070535,Petrol,1,First,18.0,1497.0,117.3,5.0,11.97,Honda,1,emerging
1271,11,11.396391648714276,Petrol,0,Second,10.14,999.0,62.28,5.0,1.6,Hyundai,0,emerging
1272,5,11.082327147223067,Diesel,0,First,14.24,2755.0,174.5,7.0,18.9,Toyota,1,metro 2
1273,3,9.748294663130427,Petrol,0,First,18.9,1197.0,82.0,5.0,5.4,Hyundai,0,metro 2
1274,5,11.41214334135101,Petrol,0,First,15.1,1196.0,73.0,7.0,2.95,Maruti,1,metro 2
1275,7,10.51867319162636,Petrol,0,First,16.47,1198.0,73.9,5.0,5.1,Volkswagen,0,metro 2
1276,14,11.082142548877775,Petrol,0,First,18.9,1061.0,67.0,5.0,1.5,Maruti,0,emerging
1277,9,11.097410021008562,Petrol,0,First,17.0,1497.0,118.0,5.0,4.9,Honda,0,metro 2
1278,10,11.362102575235644,Petrol,0,First,14.8,1799.0,130.2,5.0,2.9,Honda,0,metro 1
1279,15,11.49717202862411,Petrol,0,First,13.0,1493.0,100.0,5.0,1.15,Honda,0,metro 2
1280,10,9.798127036878302,Petrol,0,First,18.5,1197.0,80.0,5.0,2.3,Hyundai,0,metro 1
1281,2,10.465101343134224,Diesel,0,First,24.0,1120.0,70.0,5.0,5.99,Hyundai,0,emerging
1282,9,10.645424897265505,Petrol,1,Third,14.4,1598.0,103.6,5.0,3.4,Volkswagen,0,metro 2
1283,11,10.596634733096073,Petrol,0,First,20.36,1197.0,78.9,5.0,1.7,Hyundai,0,metro 1
1284,11,10.668955394675699,Petrol,0,First,17.0,1197.0,80.0,5.0,1.99,Hyundai,0,metro 1
1285,8,11.082142548877775,Petrol,0,First,18.6,1199.0,79.4,5.0,2.5,Chevrolet,0,metro 2
1286,7,11.211820372186306,Diesel,0,First,22.07,1199.0,73.9,5.0,4.85,Volkswagen,0,metro 2
1287,10,10.843338548819297,Petrol,0,First,15.6,1196.0,70.0,5.0,2.65,Ford,0,metro 2
1288,6,9.565353936588249,Petrol,1,First,9.9,1984.0,207.8,2.0,27.35,Audi,0,emerging
1289,5,11.102533238525508,Diesel,0,Second,25.1,1498.0,98.6,5.0,6.9,Honda,0,emerging
1290,7,11.409784706050715,Diesel,0,First,20.0,1399.0,68.05,5.0,3.5,Ford,0,metro 2
1291,5,10.96567787457027,Diesel,0,First,12.99,2494.0,100.6,7.0,12.5,Toyota,0,metro 1
1292,3,10.373491181781864,Petrol,1,First,19.12,1373.0,91.1,5.0,9.2,Maruti,0,metro 1
1293,5,10.296576389576238,Petrol,1,First,18.9,1197.0,82.0,5.0,4.9,Hyundai,0,metro 1
1294,11,10.915179369173536,Petrol,0,First,12.8,1494.72,110.78,5.0,3.2,Honda,0,metro 1
1295,6,10.899937908325773,Petrol,0,First,18.88,999.0,123.24,5.0,5.55,Ford,0,emerging
1296,6,10.819778284410283,Petrol,1,First,14.7,1798.0,177.6,5.0,13.5,Skoda,0,metro 2
1297,10,11.884489021402711,Diesel,0,First,20.4,1248.0,91.7,5.0,2.6,Fiat,0,metro 1
1298,5,11.26446410567173,Petrol,0,First,16.1,1298.0,88.2,5.0,4.5,Maruti,0,emerging
1299,7,11.082142548877775,Diesel,1,Second,11.8,2993.0,180.0,7.0,34.0,Land Rover,0,metro 1
1300,8,11.695247021764184,Diesel,0,First,12.8,2494.0,102.0,7.0,12.0,Toyota,0,metro 2
1301,5,9.546812608597396,Diesel,0,First,28.4,1248.0,74.0,5.0,5.25,Maruti,1,metro 1
1302,6,10.958774716465864,Diesel,1,First,17.68,1968.0,174.33,5.0,21.56,Audi,0,emerging
1303,8,10.702120240942051,Diesel,1,First,22.48,1995.0,190.0,5.0,24.68,BMW,1,emerging
1304,7,11.063147902769172,Petrol,0,First,18.5,1197.0,82.9,5.0,3.67,Hyundai,0,metro 1
1305,4,10.341742483467284,Diesel,1,First,17.05,1995.0,190.0,5.0,29.5,BMW,1,metro 1
1306,8,11.002099841204238,Petrol,0,First,17.6,1496.0,88.73,5.0,3.1,Toyota,0,metro 1
1307,5,11.264566664514955,Diesel,0,First,17.0,1405.0,70.0,5.0,2.9,Tata,0,metro 2
1308,6,10.404262840448617,Diesel,1,Second,8.47,2987.0,165.0,5.0,43.0,Mercedes-Benz,0,metro 2
1309,11,10.206476869055056,Petrol,1,First,10.98,1984.0,114.4,4.0,15.95,Volkswagen,0,metro 1
1310,9,10.955619507321696,Diesel,0,First,19.7,1598.0,103.6,5.0,4.5,Volkswagen,0,metro 2
1311,6,10.714417768752456,Diesel,0,First,24.0,1120.0,70.0,5.0,3.49,Hyundai,0,metro 1
1312,6,10.956387435872271,Diesel,0,First,25.2,1248.0,74.0,5.0,4.25,Maruti,0,metro 1
1313,12,11.704347156319384,Diesel,0,Second,24.0,1396.0,88.76,5.0,1.9,Hyundai,1,metro 1
1314,9,11.396391648714276,Diesel,1,First,16.73,1995.0,218.0,5.0,16.57,BMW,0,metro 1
1315,8,11.184421397998193,Petrol,0,First,17.0,1497.0,118.0,5.0,5.75,Honda,0,metro 2
1316,7,10.491274217438248,Diesel,1,Second,16.55,1968.0,147.51,5.0,14.0,Audi,0,metro 1
1317,7,11.362102575235644,Diesel,0,Second,19.5,1248.0,75.0,5.0,2.5,Fiat,1,emerging
1318,18,11.350406535472453,Petrol,0,First,13.0,1343.0,90.0,5.0,1.2,Honda,0,metro 2
1319,15,11.695247021764184,Petrol,0,Second,15.5,1242.0,84.83,5.0,0.85,Fiat,0,metro 2
1320,7,10.535105014302918,Diesel,1,First,22.69,1995.0,190.0,5.0,13.95,BMW,1,emerging
1321,13,11.512925464970229,Petrol,0,First,16.6,1388.0,68.0,5.0,1.6,Ford,0,metro 1
1322,4,8.564076777315087,Petrol,1,First,21.9,624.0,37.48,4.0,3.6,Tata,0,emerging
1323,2,9.903487552536127,Gas,0,First,15.1,1196.0,73.0,5.0,4.5,Maruti,0,metro 1
1324,1,9.732817848482622,Petrol,0,First,20.89,1197.0,81.8,5.0,6.06,Maruti,1,emerging
1325,7,10.989588567267166,Petrol,0,Second,17.5,1298.0,85.8,5.0,5.29,Maruti,0,emerging
1326,6,11.002099841204238,Diesel,0,First,22.7,1498.0,89.84,5.0,5.75,Ford,0,emerging
1327,5,10.825660947568439,Petrol,0,First,16.1,1240.47,77.88,5.0,5.8,Maruti,0,metro 2
1328,6,10.772141454894674,Petrol,0,First,19.1,1197.0,85.8,5.0,5.72,Maruti,0,emerging
1329,6,11.027068838361103,Petrol,1,First,16.95,1197.0,78.9,5.0,4.39,Hyundai,0,emerging
1330,4,11.05003249495954,Diesel,0,First,15.1,2179.0,140.0,7.0,11.05,Mahindra,0,emerging
1331,5,11.109802611640422,Diesel,0,Second,22.54,1396.0,88.73,5.0,4.83,Hyundai,0,metro 1
1332,7,11.283436826096178,Gas,0,First,33.54,998.0,67.04,5.0,2.96,Maruti,1,metro 2
1333,8,11.580584113444043,Diesel,0,Second,21.27,1396.0,88.76,5.0,4.5,Hyundai,0,metro 1
1334,9,10.915088464214607,Diesel,1,Second,16.46,2993.0,258.0,5.0,19.5,BMW,0,metro 1
1335,3,10.085809109330082,Petrol,1,First,14.3,1598.0,103.52,5.0,8.75,Skoda,0,metro 1
1336,4,9.90358754753646,Diesel,1,First,14.75,2967.0,245.0,7.0,67.0,Audi,1,metro 1
1337,4,10.902592532430562,Petrol,0,First,17.4,1497.0,117.3,5.0,8.4,Honda,0,emerging
1338,4,9.230142999272362,Petrol,0,First,19.1,1197.0,82.0,5.0,4.99,Hyundai,0,metro 1
1339,4,10.099753105042092,Diesel,0,First,26.0,1498.0,98.6,5.0,8.18,Honda,0,emerging
1340,8,11.27720313144916,Petrol,0,First,18.4,1198.0,86.8,5.0,2.9,Honda,0,metro 2
1341,5,10.60905725309463,Diesel,0,First,28.09,1248.0,88.5,5.0,7.1,Maruti,0,emerging
1342,4,10.043249494911286,Diesel,0,First,26.59,1248.0,74.0,5.0,7.05,Maruti,0,metro 2
1343,5,11.051683341393066,Petrol,1,First,11.1,2354.0,158.8,5.0,17.5,Honda,0,metro 2
1344,12,11.26446410567173,Petrol,1,Second,14.53,1794.0,138.1,5.0,3.41,Toyota,0,metro 1
1345,15,11.156250521031495,Petrol,0,First,21.89,1590.0,83.08,5.0,1.3,Maruti,0,metro 2
1346,8,11.101115269302223,Petrol,0,First,17.0,1497.0,118.0,5.0,5.68,Honda,0,emerging
1347,13,11.213332741492612,Diesel,0,First,12.05,2179.0,120.0,9.0,4.1,Mahindra,0,metro 2
1348,9,11.381335044582631,Petrol,0,First,13.4,1798.0,157.8,5.0,4.0,Skoda,0,metro 1
1349,5,9.210340371976184,Diesel,1,First,18.88,1995.0,184.0,5.0,30.0,BMW,0,metro 2
1350,13,11.042809829452025,Petrol,0,First,15.0,1586.0,104.68,5.0,1.8,Maruti,0,metro 1
1351,5,10.705937467986523,Petrol,0,First,20.73,1373.0,91.1,5.0,6.93,Maruti,0,emerging
1352,8,11.105528492012237,Diesel,1,First,10.2,4367.0,308.0,7.0,70.0,Land Rover,0,metro 2
1353,7,11.002099841204238,Diesel,0,First,12.99,2494.0,100.0,7.0,7.9,Toyota,0,metro 2
1354,9,9.944725460552373,Petrol,0,First,10.14,1086.0,62.0,5.0,2.78,Hyundai,0,emerging
1355,6,11.608235644774552,Diesel,1,First,13.01,2199.0,194.3,7.0,14.4,Hyundai,0,metro 1
1356,9,10.714417768752456,Petrol,1,Second,11.74,1796.0,186.0,5.0,13.5,Mercedes-Benz,0,metro 1
1357,6,10.596634733096073,Gas,0,Second,26.6,998.0,58.16,5.0,3.15,Maruti,0,metro 1
1358,8,10.799738829072556,Petrol,0,First,19.7,796.0,46.3,5.0,2.88,Maruti,0,emerging
1359,4,10.341742483467284,Petrol,0,First,24.7,796.0,47.3,5.0,2.15,Maruti,0,metro 1
1360,7,8.987196820661973,Petrol,0,First,16.95,1498.0,97.7,5.0,3.75,Nissan,0,metro 2
1361,1,5.14166355650266,Petrol,0,First,24.7,796.0,47.3,5.0,3.6,Maruti,0,metro 1
1362,2,7.649692623711514,Petrol,0,First,24.07,998.0,67.1,5.0,3.6,Maruti,1,metro 1
1363,2,9.936293504261306,Petrol,1,First,18.9,1197.0,81.86,5.0,7.55,Hyundai,1,emerging
1364,5,10.819778284410283,Diesel,0,First,24.2,1498.0,98.6,7.0,4.7,Honda,0,metro 1
1365,10,11.513225419979227,Diesel,0,Second,18.8,1248.0,90.0,5.0,1.6,Tata,0,emerging
1366,9,11.23019113224238,Diesel,0,First,16.52,1991.0,123.7,5.0,3.34,Chevrolet,0,metro 2
1367,4,11.009985335478229,Petrol,1,First,18.0,1497.0,117.3,5.0,9.1,Honda,0,emerging
1368,1,9.822982237876477,Petrol,0,First,18.9,1197.0,81.86,5.0,6.17,Hyundai,1,emerging
1369,12,11.478106250991951,Diesel,0,First,22.0,1582.0,126.2,5.0,2.5,Hyundai,1,metro 2
1370,4,10.34177474101152,Petrol,0,First,18.44,1198.0,75.0,5.0,3.0,Nissan,0,metro 1
1371,8,11.095893720490599,Diesel,0,First,22.32,1582.0,126.32,5.0,5.75,Hyundai,0,emerging
1372,3,10.175268875456233,Petrol,0,First,15.29,1591.0,121.3,5.0,10.75,Hyundai,0,metro 2
1373,7,11.046116726621012,Petrol,0,Second,20.51,998.0,67.04,5.0,2.85,Maruti,0,emerging
1374,12,11.407564949312402,Petrol,1,First,10.2,2354.0,180.0,5.0,6.5,Honda,0,metro 1
1375,4,10.491274217438248,Petrol,1,First,16.8,1497.0,118.0,5.0,9.45,Honda,0,metro 2
1376,4,10.736396675471232,Diesel,0,First,27.39,1248.0,74.0,5.0,6.75,Maruti,0,metro 1
1377,3,11.198255815176527,Diesel,0,First,26.0,1498.0,98.6,5.0,7.75,Honda,0,emerging
1378,6,10.748625940082194,Diesel,0,First,22.54,1396.0,88.76,5.0,4.4,Hyundai,0,emerging
1379,5,10.633280017292817,Diesel,1,First,13.0,2987.0,265.0,5.0,42.0,Mercedes-Benz,0,emerging
1380,6,11.550105636094512,Diesel,0,First,19.01,1461.0,108.5,5.0,5.67,Nissan,0,emerging
1381,4,10.714417768752456,Diesel,1,First,19.6,1461.0,108.45,5.0,11.5,Renault,1,metro 2
1382,11,11.695247021764184,Petrol,0,First,18.9,998.0,67.1,5.0,1.69,Maruti,0,metro 2
1383,11,11.486160456450074,Diesel,0,Second,17.1,1493.0,110.0,5.0,1.8,Hyundai,0,emerging
1384,4,11.03488966402723,Petrol,0,First,18.5,1197.0,85.8,5.0,3.2,Maruti,0,metro 1
1385,16,11.652687407345388,Petrol,0,Second,18.22,1494.72,110.78,5.0,1.5,Honda,0,metro 2
1386,1,9.818637474619734,Diesel,1,First,22.48,1995.0,187.74,5.0,45.86,BMW,0,emerging
1387,4,11.009621482603084,Petrol,0,First,16.47,1198.0,74.0,5.0,5.1,Volkswagen,0,metro 2
1388,7,10.51867319162636,Diesel,0,First,17.8,1248.0,77.88,5.0,4.85,Maruti,0,metro 2
1389,10,11.141992209856129,Petrol,0,Second,15.6,1196.0,70.0,5.0,2.4,Ford,0,metro 1
1390,7,10.308952660644293,Diesel,1,First,18.88,1995.0,184.0,5.0,22.0,BMW,0,metro 2
1391,8,11.166299856884498,Diesel,0,First,22.32,1582.0,126.32,5.0,4.28,Hyundai,0,metro 1
1392,5,11.077160930426118,Diesel,0,First,20.45,1461.0,83.8,5.0,5.67,Renault,0,emerging
1393,2,8.006367567650246,Petrol,1,First,18.9,1197.0,81.86,5.0,6.2,Hyundai,1,metro 2
1394,7,10.799575577092764,Diesel,1,Second,17.05,1995.0,184.0,5.0,14.49,BMW,0,metro 2
1395,10,11.170435156023453,Diesel,0,First,21.1,1248.0,73.9,5.0,3.0,Maruti,0,metro 2
1396,10,10.858998997563564,Petrol,0,Second,19.81,1086.0,68.05,5.0,2.25,Hyundai,0,emerging
1397,4,10.48175684839914,Diesel,1,First,15.97,2993.0,258.0,7.0,43.78,BMW,0,emerging
1398,1,8.589885876809678,Petrol,0,First,16.8,1497.0,116.3,5.0,11.45,Honda,0,emerging
1399,6,11.082142548877775,Diesel,1,First,11.18,2696.0,184.0,7.0,10.5,Mahindra,0,metro 1
1400,5,11.43721004772245,Diesel,0,First,22.7,1498.0,89.84,5.0,7.48,Ford,0,emerging
1401,10,10.781141400795365,Petrol,0,First,19.7,796.0,46.3,5.0,3.1,Maruti,0,emerging
1402,9,10.752762029557497,Petrol,0,First,16.47,1198.0,74.0,5.0,2.55,Volkswagen,0,metro 1
1403,7,11.03488966402723,Diesel,0,First,22.07,1199.0,73.9,5.0,3.5,Volkswagen,0,emerging
1404,8,10.46809088198259,Diesel,0,First,22.07,1199.0,73.9,5.0,2.59,Volkswagen,0,metro 1
1405,7,11.156250521031495,Diesel,0,First,20.77,1248.0,88.8,7.0,5.45,Maruti,0,metro 1
1406,3,10.308952660644293,Diesel,0,First,22.77,1498.0,98.59,5.0,6.0,Ford,0,metro 1
1407,4,11.106730090282321,Diesel,1,First,11.36,2755.0,171.5,7.0,15.49,Toyota,1,metro 1
1408,10,11.146200185177994,Petrol,1,Second,10.8,2497.0,150.0,5.0,12.5,BMW,0,metro 1
1409,3,11.904967552746252,Diesel,0,First,23.4,1248.0,74.0,5.0,4.75,Maruti,0,metro 1
1410,3,9.998797732340453,Petrol,0,First,18.88,999.0,123.24,5.0,7.85,Ford,0,metro 1
1411,7,11.225243392518447,Diesel,0,First,16.8,1493.0,110.0,5.0,6.0,Hyundai,0,metro 2
1412,4,10.685240671430098,Petrol,0,First,17.57,1193.0,88.7,5.0,4.0,Tata,1,metro 1
1413,9,10.645424897265505,Diesel,1,First,14.4,2967.0,241.4,5.0,28.75,Audi,0,metro 1
1414,8,11.082142548877775,Diesel,0,First,22.3,1248.0,74.0,5.0,2.5,Tata,0,metro 2
1415,5,11.240171413102685,Diesel,0,First,26.59,1248.0,74.0,5.0,5.5,Maruti,0,metro 1
1416,10,10.592927871164747,Petrol,0,First,16.0,1368.0,90.0,5.0,1.59,Fiat,0,metro 1
1417,3,9.83483390921908,Petrol,0,First,18.6,1197.0,81.83,5.0,6.22,Hyundai,0,metro 1
1418,4,9.357293784932345,Petrol,0,First,21.1,814.0,55.2,5.0,2.75,Hyundai,0,metro 1
1419,13,11.314474526246391,Petrol,0,Second,10.14,1086.0,62.28,5.0,1.35,Hyundai,0,metro 1
1420,3,10.819778284410283,Diesel,1,First,17.9,2143.0,136.0,5.0,25.0,Mercedes-Benz,0,metro 2
1421,6,11.251560700835821,Petrol,0,First,23.1,998.0,67.04,5.0,2.8,Maruti,0,metro 1
1422,6,10.913086461543935,Petrol,0,Second,17.8,1199.0,76.8,5.0,2.45,Chevrolet,0,metro 1
1423,4,9.95227771670556,Petrol,1,First,19.0,1199.0,88.7,5.0,6.35,Honda,0,metro 2
1424,11,10.97775591781472,Diesel,1,Third,16.07,1995.0,181.0,5.0,8.0,BMW,0,metro 1
1425,6,11.156250521031495,Diesel,0,First,19.01,1461.0,108.45,5.0,8.25,Renault,0,metro 2
1426,3,9.680344001221918,Petrol,1,First,17.01,1499.0,110.4,5.0,5.95,Ford,0,metro 1
1427,2,9.093694189856862,Diesel,0,First,13.68,2393.0,147.8,7.0,19.92,Toyota,1,emerging
1428,4,11.334145628872538,Diesel,0,First,25.44,936.0,56.3,5.0,3.15,Chevrolet,0,emerging
1429,6,10.46478763553565,Petrol,1,First,17.21,1798.0,189.0,4.0,5.75,Volkswagen,0,metro 1
1430,2,10.327185428905352,Diesel,1,First,10.91,3198.0,197.2,7.0,32.44,Ford,0,emerging
1431,4,10.71163612579058,Diesel,1,Second,22.32,1582.0,126.32,5.0,8.01,Hyundai,0,emerging
1432,3,10.130423902089033,Petrol,0,First,18.16,1196.0,86.8,5.0,6.48,Ford,0,emerging
1433,13,10.985292722887856,Petrol,0,First,16.1,796.0,37.0,4.0,0.75,Maruti,0,emerging
1434,6,10.491274217438248,Diesel,0,First,26.0,1498.0,98.6,5.0,5.0,Honda,0,metro 1
1435,8,10.51867319162636,Diesel,0,First,16.0,2179.0,140.0,7.0,7.75,Mahindra,0,metro 1
1436,10,11.407564949312402,Diesel,0,First,20.0,1399.0,68.0,5.0,2.6,Ford,0,metro 1
1437,2,9.740968623038354,Petrol,0,First,17.0,1497.0,121.36,5.0,9.2,Ford,1,metro 2
1438,5,10.659022505530888,Petrol,0,First,18.6,1197.0,81.83,5.0,5.05,Hyundai,0,metro 1
1439,8,11.782952602183288,Diesel,0,First,12.99,2494.0,100.0,7.0,9.6,Toyota,0,metro 2
1440,7,11.211820372186306,Diesel,0,First,20.46,1461.0,83.8,5.0,5.5,Renault,0,metro 1
1441,7,10.762869251237097,Diesel,0,First,12.99,2494.0,100.6,8.0,9.35,Toyota,0,metro 1
1442,11,12.353082173634636,Petrol,0,First,17.0,1497.0,118.0,5.0,2.6,Honda,0,metro 1
1443,4,9.210340371976184,Petrol,0,First,24.07,998.0,67.1,5.0,3.5,Maruti,1,metro 2
1444,4,10.807483006316131,Petrol,0,First,19.49,1198.0,67.04,5.0,4.26,Nissan,0,emerging
1445,4,9.392661928770137,Petrol,1,Second,23.1,998.0,67.04,5.0,4.25,Maruti,0,metro 1
1446,10,11.082142548877775,Petrol,0,Second,11.7,1796.0,178.0,5.0,11.75,Mercedes-Benz,0,metro 2
1447,7,12.083905011555967,Diesel,0,First,23.5,1498.0,88.7,5.0,3.5,Ford,0,metro 1
1448,5,11.396391648714276,Petrol,0,First,17.01,1591.0,121.3,5.0,7.5,Hyundai,0,emerging
1449,11,11.184421397998193,Petrol,1,Third,15.0,1396.0,100.0,5.0,3.25,Hyundai,0,metro 1
1450,8,10.799575577092764,Petrol,0,First,17.5,1298.0,85.8,5.0,4.9,Maruti,0,metro 1
1451,6,10.846517581599905,Diesel,1,First,14.84,2143.0,170.0,5.0,27.0,Mercedes-Benz,0,metro 2
1452,3,9.50747760319872,Petrol,0,First,18.6,1197.0,81.86,5.0,8.91,Hyundai,0,emerging
1453,6,10.481279996733045,Petrol,1,First,17.01,1591.0,121.4,5.0,6.69,Hyundai,0,emerging
1454,6,10.876064095420874,Diesel,0,First,17.3,1998.0,163.7,5.0,6.02,Chevrolet,0,emerging
1455,10,11.440354772135393,Petrol,0,First,14.28,1798.0,138.03,5.0,4.5,Toyota,1,metro 1
1456,9,11.156250521031495,Petrol,0,First,19.0,998.0,66.1,5.0,2.0,Maruti,0,metro 2
1457,8,10.374990057905599,Diesel,0,First,23.08,1461.0,63.1,5.0,2.4,Nissan,0,metro 1
1458,7,8.45531778769815,Petrol,0,First,25.4,624.0,37.48,4.0,1.2,Tata,0,metro 2
1459,6,11.181639755036315,Diesel,0,First,23.4,1248.0,74.0,5.0,2.9,Maruti,0,metro 1
1460,12,11.14299157990172,Petrol,0,First,10.96,2475.72,189.6,7.0,40.88,Land Rover,0,emerging
1461,4,10.714417768752456,Diesel,1,First,17.32,1968.0,184.0,5.0,27.0,Audi,0,metro 2
1462,4,9.641343263872185,Diesel,0,First,25.8,1498.0,98.6,5.0,7.5,Honda,0,metro 1
1463,16,11.500832640616089,Petrol,0,First,14.7,1599.0,104.0,5.0,1.5,Chevrolet,0,metro 1
1464,4,10.668955394675699,Diesel,1,First,14.16,1968.0,174.3,5.0,39.5,Audi,0,metro 2
1465,8,11.351723315196201,Diesel,0,First,23.2,1248.0,73.94,5.0,3.39,Maruti,0,metro 2
1466,2,10.540170196114946,Diesel,0,First,15.4,2179.0,120.0,7.0,12.4,Mahindra,0,emerging
1467,6,10.714417768752456,Diesel,0,First,28.09,1248.0,88.5,5.0,6.85,Maruti,0,metro 1
1468,9,11.661345470088502,Diesel,0,Second,21.43,1364.0,138.0,5.0,5.75,Toyota,0,metro 2
1469,5,11.513655198649829,Diesel,0,Second,25.0,1396.0,69.0,5.0,2.0,Tata,0,metro 1
1470,14,12.013700752882718,Petrol,0,First,16.1,796.0,37.0,4.0,0.9,Maruti,0,emerging
1471,5,9.998797732340453,Petrol,0,First,16.47,1198.0,74.0,5.0,3.8,Volkswagen,0,metro 1
1472,3,9.159047077588632,Petrol,1,First,14.62,1999.0,149.92,5.0,16.35,Hyundai,1,metro 1
1473,8,11.931635799828413,Diesel,1,First,11.5,2982.0,169.0,7.0,16.5,Toyota,0,metro 2
1474,1,9.781602364546004,Petrol,0,First,21.4,1197.0,83.1,5.0,8.7,Maruti,0,emerging
1475,4,9.392661928770137,Petrol,0,First,21.4,1197.0,83.1,5.0,6.1,Maruti,0,metro 1
1476,7,10.839580911706463,Diesel,1,First,23.8,1998.0,112.0,5.0,21.94,Mini,0,metro 2
1477,11,10.645424897265505,Diesel,1,Second,13.0,2987.0,210.0,5.0,22.0,Mercedes-Benz,0,metro 1
1478,5,10.839580911706463,Petrol,0,First,20.92,998.0,67.1,5.0,2.65,Maruti,0,metro 1
1479,3,10.657894447316275,Petrol,0,First,20.4,1197.0,81.8,5.0,5.27,Maruti,0,emerging
1480,6,10.714417768752456,Diesel,0,First,22.1,1248.0,74.0,5.0,2.48,Chevrolet,0,metro 1
1481,9,11.156250521031495,Diesel,0,First,12.8,2494.0,102.0,8.0,6.0,Toyota,0,metro 1
1482,11,11.429543856031177,Diesel,0,First,11.5,2982.0,171.0,7.0,8.9,Toyota,0,metro 1
1483,8,10.95353965058886,Diesel,1,Second,18.88,1995.0,184.0,5.0,18.0,BMW,0,metro 2
1484,4,10.882020420873696,Petrol,0,First,16.8,1395.0,138.02,5.0,11.64,Skoda,0,emerging
1485,1,11.289781913656018,Diesel,0,First,11.5,2982.0,171.0,7.0,8.99,Toyota,0,metro 1
1486,11,11.211820372186306,Diesel,1,First,15.5,1896.0,105.0,5.0,5.25,Volkswagen,0,metro 2
1487,9,10.51867319162636,Diesel,0,First,23.0,1396.0,90.0,5.0,2.95,Hyundai,0,metro 1
1488,7,11.06663836234181,Diesel,0,Second,21.02,1248.0,88.76,5.0,2.65,Tata,0,metro 1
1489,7,10.95425672844002,Petrol,0,First,15.04,1598.0,103.6,5.0,4.0,Volkswagen,0,metro 2
1490,4,10.915088464214607,Diesel,1,First,17.6,1582.0,126.2,5.0,12.5,Hyundai,1,metro 1
1491,6,10.404262840448617,Petrol,0,First,21.1,1197.0,85.8,5.0,3.25,Maruti,0,metro 1
1492,12,11.156250521031495,Petrol,0,First,13.1,1997.0,141.1,5.0,4.0,Honda,0,metro 1
1493,8,11.225243392518447,Diesel,0,Second,15.1,2179.0,140.0,7.0,6.25,Mahindra,0,metro 1
1494,4,10.969834880616963,Diesel,0,First,21.66,1498.0,108.62,5.0,5.8,Volkswagen,1,emerging
1495,5,8.915297945118109,Petrol,0,First,17.57,1193.0,88.7,5.0,5.0,Tata,1,metro 1
1496,4,9.778604370389438,Diesel,1,First,12.9,2993.0,270.88,5.0,58.73,Jaguar,0,emerging
1497,2,10.25135885791871,Petrol,1,First,14.28,1798.0,138.03,5.0,17.49,Toyota,1,emerging
1498,9,11.141861783579396,Petrol,0,Second,19.0,998.0,66.1,5.0,1.95,Maruti,0,metro 2
1499,13,11.289781913656018,Petrol,1,First,11.1,2354.0,142.0,5.0,3.0,Honda,0,metro 1
1500,6,10.654077828632564,Petrol,0,First,17.0,1197.0,80.0,5.0,5.5,Hyundai,0,metro 1
1501,7,11.719939634354555,Diesel,1,First,12.55,2982.0,168.5,7.0,16.5,Toyota,0,metro 1
1502,9,10.596634733096073,Petrol,1,Second,11.74,1796.0,186.0,5.0,14.5,Mercedes-Benz,0,metro 1
1503,4,10.312679042385106,Diesel,0,First,27.39,1248.0,74.0,5.0,7.79,Maruti,0,metro 2
1504,3,10.686818157154052,Diesel,0,First,20.77,1248.0,88.76,7.0,8.27,Maruti,0,emerging
1505,1,10.16635169204527,Diesel,1,First,12.65,2993.0,255.0,5.0,97.07,Land Rover,1,emerging
1506,8,10.933106969717286,Petrol,0,First,12.9,1598.0,102.5,5.0,2.15,Chevrolet,0,metro 1
1507,12,11.461632170582678,Petrol,1,Second,12.9,1799.0,130.0,5.0,3.0,Honda,0,metro 2
1508,6,10.6234957247597,Diesel,1,First,16.09,1995.0,184.0,5.0,28.79,BMW,0,emerging
1509,9,10.645139142155688,Diesel,1,First,20.0,1968.0,138.1,5.0,5.45,Skoda,0,metro 1
1510,7,11.19114871874762,Diesel,0,First,23.4,1248.0,74.0,5.0,3.95,Maruti,0,metro 1
1511,7,11.429543856031177,Diesel,1,First,23.3,1984.0,150.0,5.0,16.0,Volvo,0,metro 2
